repo,pr_number,category,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,floss_refactoring_flag,direct_review_comment_flag,discussion_flag,rationale_flag,notes,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type,"GraphTraversal<Map<String,Object>,Map<String,Object>> to GraphTraversal<S,S> in method public write(file String) : GraphTraversal<S,S> in class org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Rename Parameter,"localFile : String to file : String in method public write(file String) : GraphTraversal<S,S> in class org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Variable Type,"traversal : GraphTraversal.Admin<Map<String,Object>,Map<String,Object>> to traversal : GraphTraversal.Admin<S,S> in method public read(file String) : GraphTraversal<S,S> in class org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Variable Type,"traversal : GraphTraversal.Admin<Map<String,Object>,Map<String,Object>> to traversal : GraphTraversal.Admin<S,S> in method public write(file String) : GraphTraversal<S,S> in class org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,https://github.com/apache/tinkerpop/commit/d99909c4e19fcb3ec3b8a8c94eb054a4332ad219,True,Change Return Type,"Traverser.Admin<Map<String,Object>> to Traverser.Admin<S> in method protected processNextStart() : Traverser.Admin<S> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.WriteStep",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Class,org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadStep renamed to org.apache.tinkerpop.gremlin.process.traversal.step.map.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Class,org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.map.HadoopWriteStep renamed to org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.map.HadoopIoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Class,org.apache.tinkerpop.gremlin.process.traversal.step.Writing renamed to org.apache.tinkerpop.gremlin.process.traversal.step.ReadWriting,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Return Type,"Traversal<Map<String,Object>,Map<String,Object>> to Traversal<Object,Object> in method public abstract get_g_io_read() : Traversal<Object,Object> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Method,"public abstract get_g_read() : Traversal<Map<String,Object>,Map<String,Object>> renamed to public abstract get_g_io_read() : Traversal<Object,Object> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type,"traversal : Traversal<Map<String,Object>,Map<String,Object>> to traversal : Traversal<Object,Object> in method public g_read() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Method,"public read(file String) : GraphTraversal<S,S> renamed to public io(file String) : GraphTraversal<S,S> in class org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type,"reading : Reading to readWriting : ReadWriting in method public apply(traversal Traversal.Admin<?,?>) : void in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.strategy.HadoopIoStrategy",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type,"hadoopReadStep : HadoopReadStep to hadoopIoStep : HadoopIoStep in method public apply(traversal Traversal.Admin<?,?>) : void in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.strategy.HadoopIoStrategy",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Variable,"reading : Reading to readWriting : ReadWriting in method public apply(traversal Traversal.Admin<?,?>) : void in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.strategy.HadoopIoStrategy",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Variable,"hadoopReadStep : HadoopReadStep to hadoopIoStep : HadoopIoStep in method public apply(traversal Traversal.Admin<?,?>) : void in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.strategy.HadoopIoStrategy",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Return Type,ReadStep to IoStep in method public clone() : IoStep in class org.apache.tinkerpop.gremlin.process.traversal.step.map.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Variable Type,clone : ReadStep to clone : IoStep in method public clone() : IoStep in class org.apache.tinkerpop.gremlin.process.traversal.step.map.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Rename Parameter,"localFile : String to file : String in method public HadoopIoStep(traversal Traversal.Admin, file String) in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.map.HadoopIoStep",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,767d65b9d54f1774b13cc5a61db711268f213ff1,https://github.com/apache/tinkerpop/commit/767d65b9d54f1774b13cc5a61db711268f213ff1,True,Change Return Type,HadoopWriteStep to HadoopIoStep in method public clone() : HadoopIoStep in class org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.map.HadoopIoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,d181563d24a401ac6550e06d86d78b12a8f16f51,https://github.com/apache/tinkerpop/commit/d181563d24a401ac6550e06d86d78b12a8f16f51,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,13e552b289b5266fcb418baaf2ae90626f6055c4,https://github.com/apache/tinkerpop/commit/13e552b289b5266fcb418baaf2ae90626f6055c4,True,Extract Method,private write(file File) : Traverser.Admin<S> extracted from protected processNextStart() : Traverser.Admin<S> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,13e552b289b5266fcb418baaf2ae90626f6055c4,https://github.com/apache/tinkerpop/commit/13e552b289b5266fcb418baaf2ae90626f6055c4,True,Extract Method,private read(file File) : Traverser.Admin<S> extracted from protected processNextStart() : Traverser.Admin<S> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,13e552b289b5266fcb418baaf2ae90626f6055c4,https://github.com/apache/tinkerpop/commit/13e552b289b5266fcb418baaf2ae90626f6055c4,True,Rename Method,public g_read() : void renamed to public g_readXxmlX() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,13e552b289b5266fcb418baaf2ae90626f6055c4,https://github.com/apache/tinkerpop/commit/13e552b289b5266fcb418baaf2ae90626f6055c4,True,Rename Method,"public get_g_io_read() : Traversal<Object,Object> renamed to public get_g_io_readXxmlX(fileToRead String) : Traversal<Object,Object> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest.Traversals",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,13e552b289b5266fcb418baaf2ae90626f6055c4,https://github.com/apache/tinkerpop/commit/13e552b289b5266fcb418baaf2ae90626f6055c4,True,Rename Method,"public abstract get_g_io_read() : Traversal<Object,Object> renamed to public abstract get_g_io_readXxmlX(fileToRead String) : Traversal<Object,Object> in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,be9db8de6a9d2abb5222b7ab5b9326049060e85a,https://github.com/apache/tinkerpop/commit/be9db8de6a9d2abb5222b7ab5b9326049060e85a,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,328737a371f8a2040d02f9c2dbb06d049ce3c881,https://github.com/apache/tinkerpop/commit/328737a371f8a2040d02f9c2dbb06d049ce3c881,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ae796378e07925f9385f3ec65c10022b59aab8b5,https://github.com/apache/tinkerpop/commit/ae796378e07925f9385f3ec65c10022b59aab8b5,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,9e4da0149247a50277e2a468b0becf892426ce2e,https://github.com/apache/tinkerpop/commit/9e4da0149247a50277e2a468b0becf892426ce2e,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,bd275a7ffa4f0d04634c830aa4f7577375c7944c,https://github.com/apache/tinkerpop/commit/bd275a7ffa4f0d04634c830aa4f7577375c7944c,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f148e9331a945e0f4f707ea937b610e5902701c7,https://github.com/apache/tinkerpop/commit/f148e9331a945e0f4f707ea937b610e5902701c7,True,Rename Parameter,"g : Graph to graph : Graph in method protected readIntoGraph(graph Graph, path String) : void in class org.apache.tinkerpop.gremlin.AbstractGraphProvider",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f148e9331a945e0f4f707ea937b610e5902701c7,https://github.com/apache/tinkerpop/commit/f148e9331a945e0f4f707ea937b610e5902701c7,True,Rename Method,public g_writeXkryoX() : void renamed to public g_io_writeXkryoX() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.WriteTest,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f148e9331a945e0f4f707ea937b610e5902701c7,https://github.com/apache/tinkerpop/commit/f148e9331a945e0f4f707ea937b610e5902701c7,True,Rename Method,public g_writeXjsonX() : void renamed to public g_io_writeXjsonX() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.WriteTest,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f148e9331a945e0f4f707ea937b610e5902701c7,https://github.com/apache/tinkerpop/commit/f148e9331a945e0f4f707ea937b610e5902701c7,True,Rename Method,public g_writeXxmlX() : void renamed to public g_io_writeXxmlX() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.WriteTest,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f148e9331a945e0f4f707ea937b610e5902701c7,https://github.com/apache/tinkerpop/commit/f148e9331a945e0f4f707ea937b610e5902701c7,True,Rename Method,public g_readXkryoX() : void renamed to public g_io_readXkryoX() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f148e9331a945e0f4f707ea937b610e5902701c7,https://github.com/apache/tinkerpop/commit/f148e9331a945e0f4f707ea937b610e5902701c7,True,Rename Method,public g_readXjsonX() : void renamed to public g_io_readXjsonX() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f148e9331a945e0f4f707ea937b610e5902701c7,https://github.com/apache/tinkerpop/commit/f148e9331a945e0f4f707ea937b610e5902701c7,True,Rename Method,public g_readXxmlX() : void renamed to public g_io_readXxmlX() : void in class org.apache.tinkerpop.gremlin.process.traversal.step.map.ReadTest,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,576649fd5456f6390bf9481d01438a7e78db083e,https://github.com/apache/tinkerpop/commit/576649fd5456f6390bf9481d01438a7e78db083e,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,62175c228b77bdbda96c11015f2974828df8f3aa,https://github.com/apache/tinkerpop/commit/62175c228b77bdbda96c11015f2974828df8f3aa,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,6d05805ada657bcb3f50a60aa0c313c29d4611bb,https://github.com/apache/tinkerpop/commit/6d05805ada657bcb3f50a60aa0c313c29d4611bb,True,Move Class,org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.map.HadoopIoStep moved to org.apache.tinkerpop.gremlin.hadoop.process.computer.traversal.step.sideEffect.HadoopIoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,6d05805ada657bcb3f50a60aa0c313c29d4611bb,https://github.com/apache/tinkerpop/commit/6d05805ada657bcb3f50a60aa0c313c29d4611bb,True,Move Class,org.apache.tinkerpop.gremlin.process.traversal.step.map.IoStep moved to org.apache.tinkerpop.gremlin.process.traversal.step.sideEffect.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,5bf19e2d35aa2f050ecca0a7b2190553b0422720,https://github.com/apache/tinkerpop/commit/5bf19e2d35aa2f050ecca0a7b2190553b0422720,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,8187016886b8b699ff107c9b6a7dfe95deb7e4a1,https://github.com/apache/tinkerpop/commit/8187016886b8b699ff107c9b6a7dfe95deb7e4a1,True,Extract Method,"public generateTempFileFromResource(graphClass Class, resourceClass Class, resourceName String, extension String, overwrite boolean) : File extracted from public generateTempFileFromResource(graphClass Class, resourceClass Class, resourceName String, extension String) : File in class org.apache.tinkerpop.gremlin.TestHelper",,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,f8e3b8a1df1639405a29f261a9d7da147e88b356,https://github.com/apache/tinkerpop/commit/f8e3b8a1df1639405a29f261a9d7da147e88b356,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,048ea21c0adf9297233d06222e75c64dbe1fa1ca,https://github.com/apache/tinkerpop/commit/048ea21c0adf9297233d06222e75c64dbe1fa1ca,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,a580b6fda232ce6dd035e4c261a53d0f0dc69f83,https://github.com/apache/tinkerpop/commit/a580b6fda232ce6dd035e4c261a53d0f0dc69f83,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ae3b149789b8a9779d0549cee8a6ca2e2febbd2b,https://github.com/apache/tinkerpop/commit/ae3b149789b8a9779d0549cee8a6ca2e2febbd2b,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff71c6abee0b39d7ee95128c3d64906daad96a76,https://github.com/apache/tinkerpop/commit/ff71c6abee0b39d7ee95128c3d64906daad96a76,True,Change Return Type,GraphWriter to String in method private detectFileType() : String in class org.apache.tinkerpop.gremlin.process.traversal.step.sideEffect.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ff71c6abee0b39d7ee95128c3d64906daad96a76,https://github.com/apache/tinkerpop/commit/ff71c6abee0b39d7ee95128c3d64906daad96a76,True,Rename Method,private detectWriter() : GraphWriter renamed to private detectFileType() : String in class org.apache.tinkerpop.gremlin.process.traversal.step.sideEffect.IoStep,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,94233970f8dc7c5d7b8fdc4b9e7bdbf0ff905c25,https://github.com/apache/tinkerpop/commit/94233970f8dc7c5d7b8fdc4b9e7bdbf0ff905c25,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,51dc82122af6b8d8c783de58a0451b8b2071c051,https://github.com/apache/tinkerpop/commit/51dc82122af6b8d8c783de58a0451b8b2071c051,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,4d979cf8dc4482d574191a76a0c60e281f887563,https://github.com/apache/tinkerpop/commit/4d979cf8dc4482d574191a76a0c60e281f887563,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,c97d747f4b05cef42eb0e53adae50fcdee083a2e,https://github.com/apache/tinkerpop/commit/c97d747f4b05cef42eb0e53adae50fcdee083a2e,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,8fd3bf21efac092f619254245ba83614327c4dcb,https://github.com/apache/tinkerpop/commit/8fd3bf21efac092f619254245ba83614327c4dcb,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ded7c187480a68b6f7be2d0cb777461f57a2871c,https://github.com/apache/tinkerpop/commit/ded7c187480a68b6f7be2d0cb777461f57a2871c,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,e6e4413e46594ae8f6d408de4e3d3bd85c228f53,https://github.com/apache/tinkerpop/commit/e6e4413e46594ae8f6d408de4e3d3bd85c228f53,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,7f1bf1783efb8a7eca17d0367af66c6289455fd8,https://github.com/apache/tinkerpop/commit/7f1bf1783efb8a7eca17d0367af66c6289455fd8,True,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,ae3f685ad7af326c9f1282da296e9db49f94da03,https://github.com/apache/tinkerpop/commit/ae3f685ad7af326c9f1282da296e9db49f94da03,True,,,,,,,,,"review comment on using an alternative file system (protocol), but author answered, providing reasons, so declining such a suggestion",
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,23c71b60cc34c14e9defc6a9a7ab6c57c090460b,https://github.com/apache/tinkerpop/commit/23c71b60cc34c14e9defc6a9a7ab6c57c090460b,False,,,true,false,false,false,false,false,"false negative (Extract Variable) in method apply (Traversal.Admin<?,?>) in StandardVerificationStrategy.java",
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,e9ebacfc84aca0e0ac30720bba68939f77c4c5d0,https://github.com/apache/tinkerpop/commit/e9ebacfc84aca0e0ac30720bba68939f77c4c5d0,False,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,fdb35c69422f95199563e938ec30a2408d419a58,https://github.com/apache/tinkerpop/commit/fdb35c69422f95199563e938ec30a2408d419a58,False,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,38dc70df6db105595784a93ecf5f5726201a962d,https://github.com/apache/tinkerpop/commit/38dc70df6db105595784a93ecf5f5726201a962d,False,,,,,,,,,,
apache/tinkerpop,893,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/893,10478be0c9cabb6b20723c3185464977767172bc,https://github.com/apache/tinkerpop/commit/10478be0c9cabb6b20723c3185464977767172bc,False,,,,,,,,,,
apache/beam,8140,non-refactoring-inducing PR,https://github.com/apache/beam/pull/8140,a5132e55d3a5e8e50b00b40968a63294aaff00a6,https://github.com/apache/beam/commit/a5132e55d3a5e8e50b00b40968a63294aaff00a6,True,,,,,,,,,,
apache/beam,8140,non-refactoring-inducing PR,https://github.com/apache/beam/pull/8140,e3326e46e4112244505188f04e517636aa3e37ed,https://github.com/apache/beam/commit/e3326e46e4112244505188f04e517636aa3e37ed,False,,,,,,,,,none review comment in Java files,
apache/beam,8140,non-refactoring-inducing PR,https://github.com/apache/beam/pull/8140,99172f24f37c334acacfcb62087dc41be542ebca,https://github.com/apache/beam/commit/99172f24f37c334acacfcb62087dc41be542ebca,False,,,,,,,,,,
apache/accumulo-examples,19,non-refactoring-inducing PR,https://github.com/apache/accumulo-examples/pull/19,aad6980168996deb0bb846f4a9bb9409f2e2af35,https://github.com/apache/accumulo-examples/commit/aad6980168996deb0bb846f4a9bb9409f2e2af35,True,Rename Variable,"deleter : Mutation to mut : Mutation in method private deleteRow(row String, connector Connector, bw BatchWriter) : void in class org.apache.accumulo.examples.client.RowOperations",,,,,,,"review comments on minor issues in code logic (e.g., remove a logger for the client code), but author provided arguments and reasons to decline the suggestion",
apache/accumulo-examples,19,non-refactoring-inducing PR,https://github.com/apache/accumulo-examples/pull/19,56327db174e4614f0aba152cae2d3ade77c3319e,https://github.com/apache/accumulo-examples/commit/56327db174e4614f0aba152cae2d3ade77c3319e,False,,,true,true,false,true,false,true,false negative (Extract Attribute) in class ReadWriteExample,
apache/accumulo-examples,19,non-refactoring-inducing PR,https://github.com/apache/accumulo-examples/pull/19,f57b69e296fda54fd8a8235e4650bcda92ae0d54,https://github.com/apache/accumulo-examples/commit/f57b69e296fda54fd8a8235e4650bcda92ae0d54,False,,,,,,,,,,
